name,mass,distance
HD 163607 c,699.54383,67.7855000
HD 16417 b,22.10000,25.3936000
HD 164509 b,140.79869,53.1119000
HD 164595 b,16.14000,28.2540000
HD 164604 b,635.00000,39.3633000
HD 164922 b,116.00000,22.0016000
HD 164922 c,13.00000,22.0016000
HD 164922 d,4.00000,22.0016000
HD 164922 e,10.52012,22.0016000
HD 165155 b,918.52870,63.3574000
HD 1666 b,2040.00000,117.9080000
HD 166724 b,1121.89000,45.1342000
HD 167042 b,540.29000,49.6633000
HD 167768 b,270.15415,107.2140000
HD 168009 b,9.53485,23.3032000
HD 168443 b,2422.83767,39.6245000
HD 168443 c,5733.43678,39.6245000
HD 168746 b,85.81410,41.5681000
HD 168863 b,2146.32971,39.8979000
HD 1690 b,2793.72570,752.6150000
HD 16905 b,2885.45006,39.7401000
HD 169142 b,953.48522,113.6000000
HD 169830 b,803.57766,37.6048000
HD 169830 c,2259.86363,37.6048000
HD 170469 b,209.76780,60.1780000
HD 17092 b,3219.61790,228.4220000
HD 171028 b,832.71460,111.6590000
HD 171238 b,2796.88998,44.8113000
HD 17156 b,1115.58330,78.0863000
HD 173416 b,858.10000,132.1840000
HD 174205 b,1334.87931,234.0270000
HD 175167 b,2161.63039,71.0863000
HD 175541 b,190.06234,129.6030000
HD 175607 b,8.98000,40.3303000
HD 17674 b,276.51210,44.4264000
HD 176986 b,5.74000,27.7843000
HD 176986 c,9.18000,27.7843000
HD 177565 b,15.10000,16.9179000
HD 177830 b,537.13270,62.7674000
HD 177830 c,47.67250,62.7674000
HD 178911 B b,2552.17490,40.9727000
HD 179079 b,25.74423,69.7116000
HD 179949 b,291.12000,27.4573000
HD 180053 b,697.31902,137.0430000
HD 18015 b,1010.69940,123.8010000
HD 180314 b,6397.91790,122.3620000
HD 180617 b,12.21400,5.9105900
HD 180902 b,535.54355,104.5770000
HD 181234 b,2981.01296,47.7458000
HD 181342 b,807.28820,120.3910000
HD 18143 b,10.50968,22.5243000
HD 18143 c,3115.44391,22.5243000
HD 181433 b,6.35660,26.8762000
HD 181433 c,203.00000,26.8762000
HD 181433 d,171.00000,26.8762000
HD 181720 b,127.13200,60.2046000
HD 183263 b,1102.03602,54.1955000
HD 183263 c,2959.02909,54.1955000
HD 183579 b,19.70000,57.2651000
HD 184010 b,98.52681,60.7993000
HD 184010 c,95.34852,60.7993000
HD 184010 d,143.02278,60.7993000
HD 185269 b,321.00830,51.9917000
HD 18599 b,24.10000,38.5653000
HD 187085 b,265.70588,45.8993000
HD 187123 b,166.21800,45.9548000
HD 187123 c,632.46000,45.9548000
HD 18742 b,1080.62200,162.6850000
HD 188015 b,476.72000,50.6706000
HD 188641 b,9262.62856,64.3399000
HD 189567 b,8.50000,17.9055000
HD 189567 c,7.00000,17.9055000
HD 189733 b,359.14790,19.7638000
HD 190007 b,16.46000,12.7141000
HD 190228 b,1726.82637,62.7146000
HD 190360 b,572.09113,16.0069000
HD 190360 c,19.06900,16.0069000
HD 190647 b,630.89255,54.4738000
HD 190984 b,985.20000,148.1870000
HD 191806 b,2968.87379,65.6668000
HD 191939 b,10.00000,53.6089000
HD 191939 c,8.00000,53.6089000
HD 191939 d,2.80000,53.6089000
HD 191939 e,112.20000,53.6089000
HD 191939 f,660.00000,53.6089000
HD 191939 g,13.50000,53.6089000
HD 192263 b,177.98480,19.6359000
HD 192310 b,16.90000,8.7968700
HD 192310 c,24.00000,8.7968700
HD 192699 b,666.17168,71.8627000
HD 194490 b,3580.02270,80.2349000
HD 195019 b,1264.96340,37.6681000
HD 196050 b,1010.69940,50.6742000
HD 196067 b,3972.85509,39.9346000
HD 19615 b,2701.54146,265.1550000
HD 196885 A b,819.97000,34.1692000
HD 197037 b,251.00000,33.1944000
HD 199509 b,42.86581,24.3056000
HD 19994 b,435.41000,22.5242000
HD 20003 b,11.66000,41.8316000
HD 20003 c,14.44000,41.8316000
HD 200964 b,508.21017,72.5922000
HD 200964 c,385.84562,72.5922000
HD 202206 c,5689.15700,45.9665000
HD 202696 b,634.38868,188.5460000
HD 202696 c,592.43512,188.5460000
HD 202772 A b,323.23311,161.4980000
HD 203030 b,3496.11248,39.2503000
HD 20329 b,7.42000,63.6796000
HD 203387 b,1110.49341,61.7477000
HD 203387 c,2375.78917,61.7477000
HD 203473 b,2479.07400,72.6402000
HD 2039 b,1999.15070,85.6922000
HD 204313 b,1553.54852,47.7945000
HD 204313 c,17.20043,47.7945000
HD 204313 e,4841.00771,47.7945000
HD 204941 b,73.10090,28.7165000
HD 205158 b,123.42834,86.6159000
HD 205739 b,435.41000,92.5087000
HD 206255 b,34.20000,75.2363000
HD 206610 b,647.10188,147.1920000
HD 206893 b,8899.19540,40.7583000
HD 206893 c,4036.42077,40.7583000
HD 20781 b,1.93000,35.9715000
HD 20781 c,5.33000,35.9715000
HD 20781 d,10.61000,35.9715000
HD 20781 e,14.03000,35.9715000
HD 20782 b,472.83000,35.9864000
HD 207832 b,177.98480,58.9291000
HD 207832 c,232.01590,58.9291000
HD 207897 b,14.40000,28.2938000
HD 20794 b,2.70000,6.0027800
HD 20794 c,2.40000,6.0027800
HD 20794 d,4.80000,6.0027800
HD 20794 e,4.77000,6.0027800
HD 208487 b,165.26500,45.1470000
HD 208527 b,3146.40000,312.2020000
HD 20868 b,397.28750,47.7223000
HD 208897 b,444.96200,67.4872000
HD 209458 b,232.01590,48.3016000
HD 210193 b,153.10000,42.2029000
HD 210277 b,410.00070,21.2985000
HD 210702 b,574.63664,54.1963000
HD 211403 b,1760.76937,83.0919000
HD 211810 b,212.94610,64.6353000
HD 211970 b,13.00000,13.1277000
HD 212301 b,162.09330,54.2304000
HD 212771 b,759.61370,111.1550000
HD 213240 b,1773.49140,40.8707000
HD 213472 b,1112.39942,64.4527000
HD 213519 b,9.51349,41.0014000
HD 213885 b,8.83000,48.0883000
HD 213885 c,19.95000,48.0883000
HD 21411 b,65.90000,29.1328000
HD 214823 b,6229.26362,101.3680000
HD 215152 b,1.81900,21.5974000
HD 215152 c,1.72000,21.5974000
HD 215152 d,2.80100,21.5974000
HD 215152 e,2.87700,21.5974000
HD 215497 b,6.35660,40.5468000
HD 215497 c,104.30000,40.5468000
HD 216435 b,400.40000,32.9834000
HD 216437 b,706.53609,26.6902000
HD 216520 b,10.26000,19.5520000
HD 216520 c,9.44000,19.5520000
HD 216536 b,333.72150,376.2330000
HD 216770 b,181.16310,36.6625000
HD 21693 b,8.23000,33.2550000
HD 21693 c,17.37000,33.2550000
HD 217107 b,413.17900,20.0619000
HD 217107 c,826.32000,20.0619000
HD 21749 c,3.70000,16.3200000
HD 217786 b,4402.88762,55.4847000
HD 217786 c,7.35886,55.4847000
HD 217850 b,6865.12800,65.7969000
HD 217958 b,188.02679,61.7957000
HD 218566 b,63.56600,28.8274000
HD 219077 b,3099.77580,29.1864000
HD 219134 b,4.74000,6.5312700
HD 219134 c,4.36000,6.5312700
HD 219134 d,16.17000,6.5312700
HD 219134 f,7.30000,6.5312700
HD 219134 g,10.80622,6.5312700
HD 219134 h,108.06220,6.5312700
HD 219139 b,247.90616,104.9350000
HD 219415 b,317.83000,165.1840000
HD 219666 b,16.60000,94.1719000
HD 219828 b,18.94937,73.1140000
HD 219828 c,5406.99115,73.1140000
HD 220074 b,5288.69120,324.5400000
HD 220197 b,63.56600,64.4110000
HD 220689 b,355.33394,46.8778000
HD 220773 b,460.80000,50.5103000
HD 220842 b,1010.69940,64.6498000
HD 221287 b,982.05000,55.9231000
HD 221416 b,60.50000,95.5483000
HD 221420 b,6363.40183,31.1415000
HD 221585 b,511.70630,55.8535000
HD 222076 b,495.81480,91.1538000
HD 222155 b,673.79960,50.6078000
HD 222582 b,2660.23710,42.1586000
HD 224538 b,2234.17873,79.0608000
HD 224693 b,222.48100,93.5015000
HD 22496 b,5.57000,13.5956000
HD 22532 b,673.79622,161.1830000
HD 22781 b,4338.20000,32.6034000
HD 23079 b,829.53630,33.4591000
HD 23127 b,485.32641,93.8555000
HD 231701 b,359.14790,108.8770000
HD 233604 b,2089.64400,847.0580000
HD 233832 b,565.73740,58.7420000
HD 23472 b,8.32000,39.0341000
HD 23472 c,3.41000,39.0341000
HD 23472 d,0.55000,39.0341000
HD 23472 e,0.72000,39.0341000
HD 23472 f,0.77000,39.0341000
HD 23596 b,3674.93800,52.0018000
HD 238090 b,6.89000,15.2354000
HD 238914 b,1906.98000,519.4520000
HD 240210 b,1655.82000,372.4050000
HD 240237 b,5050.31870,933.3770000
HD 24040 b,1226.82380,46.6224000
HD 24040 c,63.88351,46.6224000
HD 24064 b,4096.82870,300.2470000
HD 24085 b,11.80000,54.9004000
HD 25015 b,2866.32778,37.4330000
HD 25171 b,290.81445,55.6146000
HD 25723 b,794.57102,114.8160000
HD 25912 b,38.02619,49.1661000
HD 25912 c,5253.17758,49.1661000
HD 260655 b,2.14000,10.0055000
HD 260655 c,3.09000,10.0055000
HD 26161 b,4290.68349,40.9128000
HD 2638 b,133.48860,54.9621000
HD 2685 b,371.86110,196.8520000
HD 26965 b,8.47000,5.0354500
HD 27442 b,495.80000,18.2704000
HD 27631 b,474.83802,50.2862000
HD 27894 b,196.85951,43.8214000
HD 27894 c,51.48846,43.8214000
HD 27894 d,2155.40718,43.8214000
HD 27969 b,1525.57635,67.9328000
HD 28109 b,18.49600,139.6110000
HD 28109 c,7.94300,139.6110000
HD 28109 d,5.68100,139.6110000
HD 28185 b,1853.51476,39.3809000
HD 28185 c,6224.47064,39.3809000
HD 28192 b,98.81588,49.8063000
HD 28254 b,368.67000,55.2884000
HD 285507 b,311.47340,45.0293000
HD 285968 b,8.40000,9.4704500
HD 28678 b,490.09386,189.9080000
HD 29021 b,1420.69298,30.9939000
HD 290327 b,772.32690,56.4330000
HD 29399 b,498.99060,44.1518000
HD 2952 b,435.42710,110.1030000
HD 29985 b,1881.53397,31.2707000
HD 30177 b,2761.28875,55.5867000
HD 30177 c,2084.54271,55.5867000
HD 30562 b,387.75260,26.1597000
HD 30669 b,149.37000,58.0844000
HD 30856 b,491.68301,131.1990000
HD 31253 b,197.05460,58.1438000
HD 31527 b,10.47000,38.4473000
HD 31527 c,14.16000,38.4473000
HD 31527 d,11.82000,38.4473000
HD 3167 b,4.73000,47.2899000
HD 3167 c,10.67000,47.2899000
HD 3167 d,5.03000,47.2899000
HD 3167 e,9.74000,47.2899000
HD 32518 b,966.16000,122.1150000
HD 32963 b,222.48100,38.0786000
HD 330075 b,152.55840,45.2989000
HD 331093 b,476.74261,50.1928000
HD 33142 b,400.46379,121.3750000
HD 33142 c,282.86728,121.3750000
HD 33142 d,63.56568,121.3750000
HD 332231 b,77.55052,80.6665000
HD 33283 b,104.56607,89.8623000
HD 33564 b,2892.10000,20.9531000
HD 33844 b,638.83830,105.7790000
HD 33844 c,556.20250,105.7790000
HD 34445 b,260.62060,46.0907000
HD 34445 c,53.50000,46.0907000
HD 34445 d,30.70000,46.0907000
HD 34445 e,16.80000,46.0907000
HD 34445 f,37.90000,46.0907000
HD 34445 g,120.60000,46.0907000
HD 35759 b,1195.04080,71.2423000
HD 360 b,238.37131,111.5420000
HD 3651 b,72.46524,11.1336000
HD 37124 b,214.53525,31.6634000
HD 37124 c,207.22516,31.6634000
HD 37124 d,221.20968,31.6634000
HD 37605 b,854.96270,46.7864000
HD 37605 c,1013.87770,46.7864000
HD 3765 b,54.98431,17.9260000
HD 38283 b,127.13200,38.0615000
HD 38529 b,206.34463,42.3538000
HD 38529 c,3320.46746,42.3538000
HD 38801 b,3082.31534,91.4349000
HD 39091 b,3889.98524,18.2702000
HD 39194 b,4.00000,26.4131000
HD 39194 c,6.30000,26.4131000
HD 39194 d,4.00000,26.4131000
HD 39855 b,8.50000,23.2599000
HD 40307 b,4.00000,12.9363000
HD 40307 c,6.60000,12.9363000
HD 40307 d,9.50000,12.9363000
HD 40307 f,5.20000,12.9363000
HD 40307 g,7.10000,12.9363000
HD 40956 b,858.14100,116.5930000
HD 40979 b,1484.26610,34.0883000
HD 41004 A b,807.25000,36.6911700
HD 41004 B b,5838.29000,41.5504000
HD 4113 b,542.78936,41.8727000
HD 42012 b,508.52800,36.7984000
HD 4203 b,708.76090,81.3795000
HD 4203 c,689.66000,81.3795000
HD 4208 b,257.44230,34.1937000
HD 42618 b,14.40000,24.3358000
HD 4308 b,15.89150,22.0158000
HD 4313 b,612.45841,136.3080000
HD 43197 b,176.03781,62.4112000
HD 43197 c,2479.19613,62.4112000
HD 43691 b,810.46650,85.6009000
HD 44219 b,184.33000,52.9051000
HD 45184 b,12.19000,21.9532000
HD 45184 c,8.81000,21.9532000
HD 45350 b,568.89000,46.8733000
HD 45364 b,60.16492,34.3540000
HD 45364 c,174.48780,34.3540000
HD 45652 b,137.62039,34.8541000
HD 457 b,7574.93226,55.0375000
HD 46375 b,71.80000,29.5529000
HD 47186 b,22.24810,37.4574000
HD 47186 c,111.42000,37.4574000
HD 4732 b,753.23000,54.7841000
HD 4732 c,753.23000,54.7841000
HD 47366 b,731.00900,84.3552000
HD 47366 c,597.52040,84.3552000
HD 47536 b,2330.00000,122.5360000
HD 4760 b,4417.83700,537.8730000
HD 48265 b,484.69075,90.5446000
HD 4917 b,513.29545,204.2770000
HD 49674 b,31.78300,43.0399000
HD 50499 b,519.96988,46.2845000
HD 50499 c,931.24190,46.2845000
HD 50554 b,1574.46400,31.1664000
HD 51608 b,12.77000,35.0553000
HD 51608 c,14.31000,35.0553000
HD 52265 b,384.57430,29.9803000
HD 5278 b,7.80000,57.5846000
HD 5278 c,18.40000,57.5846000
HD 5319 b,494.54348,121.4050000
HD 5319 c,334.67499,121.4050000
HD 55696 b,1230.00210,77.9693000
HD 5583 b,1837.05740,219.2160000
HD 5608 b,534.27223,58.1105000
HD 564 b,104.88000,51.1659000
HD 56414 b,13.30000,272.2170000
HD 56957 b,1893.34292,61.4925000
HD 5891 b,2425.04290,283.5020000
HD 59686 A b,2199.38360,89.2721000
HD 60292 b,2065.89500,315.2110000
HD 60532 b,336.89980,25.9716000
HD 60532 c,797.75330,25.9716000
HD 62364 b,5538.75835,53.1120000
HD 62364 c,7882.56267,53.1120000
HD 62509 b,731.00000,10.3400000
HD 62549 b,2773.33249,49.3305000
HD 63433 b,5.27000,22.4035000
HD 63433 c,7.61000,22.4035000
HD 63454 b,79.45750,37.6894000
HD 63765 b,168.44990,32.5376000
HD 63935 b,10.80000,48.9739000
HD 63935 c,11.10000,48.9739000
HD 64114 b,17.80000,31.5262000
HD 64121 b,813.64072,129.9660000
HD 6434 b,155.73670,42.3580000
HD 65216 b,411.58985,35.1205000
HD 65216 c,645.19490,35.1205000
HD 66141 b,1906.90000,68.1509000
HD 66428 b,3426.60694,53.2817000
HD 66428 c,768.28680,53.2817000
HD 67087 b,973.00000,76.5217000
HD 67087 c,1540.00000,76.5217000
HD 6718 b,533.95440,51.3444000
HD 68402 b,975.73810,78.4293000
HD 68988 b,626.12510,60.8447000
HD 68988 c,4767.42610,60.8447000
HD 69123 b,966.19836,75.1160000
HD 69830 b,10.20000,12.5591000
HD 69830 c,11.80000,12.5591000
HD 69830 d,18.10000,12.5591000
HD 70573 b,1900.00000,59.1820000
HD 70642 b,633.43519,29.2760000
HD 7199 b,85.81410,36.1531000
HD 72490 b,561.92344,126.3390000
HD 72659 b,1071.53588,51.8949000
HD 72659 c,5948.05833,51.8949000
HD 72892 b,1736.44828,69.7311000
HD 73267 b,1325.38828,50.4093000
HD 73267 c,1716.49961,50.4093000
HD 73526 b,978.91640,97.2396000
HD 73526 c,715.09000,97.2396000
HD 73534 b,353.42696,83.3321000
HD 73583 b,10.20000,31.5666000
HD 73583 c,9.70000,31.5666000
HD 74156 b,531.83222,57.6030000
HD 74156 c,2894.47226,57.6030000
HD 7449 b,2652.63439,38.6620000
HD 75289 b,155.73670,29.1158000
HD 75784 b,317.83000,85.4321000
HD 75784 c,1792.56120,85.4321000
HD 75898 b,861.31930,78.0505000
HD 76700 b,66.74430,60.8831000
HD 76920 b,1249.07190,184.0310000
HD 77338 b,15.90000,45.9350000
HD 79181 b,203.41018,103.3350000
HD 7924 b,6.35660,16.9922000
HD 7924 c,7.86000,16.9922000
HD 7924 d,6.44000,16.9922000
HD 79498 b,425.89220,48.9489000
HD 80606 b,1392.09540,66.4711000
HD 80653 b,5.60000,109.8600000
HD 80869 b,1797.84225,85.3951000
HD 80883 b,1740.73691,34.6011000
HD 80913 b,7469.38301,61.3603000
HD 81040 b,2172.35017,34.4341000
HD 81688 b,858.10000,85.7183000
HD 81817 b,8433.90298,269.1260000
HD 81817 c,7180.54160,269.1260000
HD 82886 b,740.54390,127.0610000
HD 82943 b,534.25000,27.5902000
HD 82943 c,622.60300,27.5902000
HD 8326 b,66.60000,30.6862000
HD 83443 b,127.76702,40.8991000
HD 83443 c,476.74261,40.8991000
HD 8535 b,216.12440,55.4401000
HD 85390 b,31.46517,33.5225000
HD 85512 b,3.60000,11.2810000
HD 8574 b,645.19490,44.8264000
HD 86065 b,2801.89869,40.3661000
HD 86081 b,470.38840,103.9360000
HD 86226 b,143.02350,45.6830000
HD 86226 c,7.25000,45.6830000
HD 86264 b,4073.50239,67.8107000
HD 8673 b,4259.27322,37.8619000
HD 86950 b,1144.18800,209.8390000
HD 87646 b,3941.09200,73.5835200
HD 87883 b,1705.47518,18.2912000
HD 88072 b,2565.90908,35.9098000
HD 88133 b,324.18660,73.6123000
HD 89307 b,670.62130,32.0104000
HD 89345 b,34.96130,132.3450000
HD 89744 b,2653.88050,38.6364000
HD 90156 b,17.98000,21.9496000
HD 9174 b,352.79130,81.4893000
HD 92788 b,1195.04080,34.6538000
HD 92788 c,1166.43610,34.6538000
HD 93083 b,117.59000,28.5159000
HD 93351 b,3.53853,56.1630000
HD 93351 c,4230.46976,56.1630000
HD 93385 b,4.20000,43.3475000
HD 93385 c,7.10000,43.3475000
HD 93385 d,8.70000,43.3475000
HD 93963 A b,7.80000,82.3432000
HD 93963 A c,19.20000,82.3432000
HD 9446 b,222.47200,50.3503000
HD 9446 c,578.42600,50.3503000
HD 94834 b,400.46580,98.1609000
HD 95086 b,1589.00000,86.2279000
HD 95089 b,400.46580,136.9570000
HD 95089 c,1096.51350,136.9570000
HD 95127 b,3378.53290,676.5790000
HD 95338 b,42.44000,36.9941000
HD 95544 b,2108.25626,87.8049000
HD 95735 c,13.60000,5.6757730
HD 95872 b,1188.68420,72.2195000
HD 96063 b,403.64410,140.0650000
HD 96127 b,6661.71680,587.6590000
HD 96167 b,227.88411,85.3006000
HD 96700 b,8.90000,25.4111000
HD 96700 c,3.50000,25.4111000
HD 96700 d,12.70000,25.4111000
HD 96992 b,362.32620,396.0820000
HD 97037 b,6674.04272,32.4130000
HD 97048 b,794.57500,183.8570000
HD 97658 b,8.30000,21.5618000
HD 98219 b,624.21812,113.7040000
HD 98649 b,2665.27978,42.1727000
HD 98736 b,740.54390,32.4459000
HD 99109 b,139.84520,54.7901000
HD 99283 b,308.29355,111.0930000
HD 99492 b,22.24810,18.2038000
HD 99706 b,390.93090,146.6000000
HD 99706 c,1808.45270,146.6000000
HIP 105854 b,2606.10000,78.6381000
HIP 107772 b,12.90000,23.6434000
HIP 107773 b,629.30340,105.1800000
HIP 109384 b,495.81480,58.9582000
HIP 109600 b,851.78440,66.3361000
HIP 114933 b,616.58711,101.7660000
HIP 116454 b,12.71320,62.4491000
HIP 12961 b,114.41880,23.3710000
HIP 14810 b,1239.53700,50.4800000
HIP 14810 c,416.35730,50.4800000
HIP 14810 d,187.51970,50.4800000
HIP 19976 b,20.59095,40.2707000
HIP 19976 c,9501.75953,40.2707000
HIP 21152 b,7627.88177,43.4073000
HIP 34222 b,263.79758,22.8386000
HIP 35173 b,12.70000,33.1562000
HIP 35965 b,2547.56800,50.1677000
HIP 38594 b,8.10000,17.7886000
HIP 38594 c,48.40000,17.7886000
HIP 41378 b,6.83000,106.2890000
HIP 41378 c,7.08000,106.2890000
HIP 41378 d,14.90000,106.2890000
HIP 41378 e,26.00000,106.2890000
HIP 41378 f,74.00000,106.2890000
HIP 4845 b,14.40000,21.0974000
HIP 48714 b,22.90000,10.5298000
HIP 5158 b,451.00000,51.6026000
HIP 5158 c,4780.16320,51.6026000
HIP 54373 b,8.62000,18.7168000
HIP 54373 c,12.44000,18.7168000
HIP 55507 b,2625.12713,25.4893000
HIP 56640 b,2151.64730,122.3240000
HIP 57274 b,6.35660,25.8618000
HIP 57274 c,130.00000,25.8618000
HIP 57274 d,167.40000,25.8618000
HIP 5763 b,162.09249,31.9043000
HIP 63242 b,2917.56000,156.4560000
HIP 65 A b,1021.18779,61.7856000
HIP 65407 b,136.03124,61.7804000
HIP 65407 c,249.17872,61.7804000
HIP 65426 b,2860.47000,108.8750000
HIP 65891 b,1933.66969,150.2920000
HIP 67522 b,72.40000,127.2800000
HIP 67537 b,4309.24472,116.0460000
HIP 67851 b,497.95749,64.1181000
HIP 67851 c,2430.61722,64.1181000
HIP 70849 b,2860.00000,24.0572000
HIP 71135 b,18.80000,32.3311000
HIP 74890 b,762.79200,78.6562000
HIP 75056 A b,7945.71018,125.2120000
HIP 75092 b,568.91285,81.6696000
HIP 78530 b,7300.00000,136.7590000
HIP 79098 AB b,6515.51500,145.7980000
HIP 79431 b,667.41500,14.5324000
HIP 8541 b,2621.63107,155.1210000
HIP 86221 b,225.65817,29.4898000
HIP 90988 b,667.09663,94.0349000
HIP 91258 b,346.43470,45.8846000
HIP 94235 b,379.00000,58.5146000
HIP 948 b,6410.69721,34.8523000
HIP 97166 b,20.00000,65.9501000
HIP 97166 c,9.90000,65.9501000
HIP 97233 b,6399.22435,102.2750000
HN Peg b,6991.57000,18.1186000
HR 2562 b,9534.90000,34.0071000
HR 5183 b,1026.59090,31.4607000
HR 810 b,721.47410,17.3181000
HR 858 b,5.00000,31.9640000
HR 858 c,4.42000,31.9640000
HR 858 d,5.32000,31.9640000
HR 8799 b,2000.00000,41.2441000
HR 8799 c,3000.00000,41.2441000
HR 8799 d,3000.00000,41.2441000
HR 8799 e,3178.30000,41.2441000
HU Aqr AB b,1875.19700,192.1980787
HU Aqr AB c,1430.23500,192.1980787
IC 4651 9122 b,2002.32900,859.3240000
K2-10 b,27.00000,272.3600000
K2-100 b,21.80000,188.9590000
K2-101 b,4.66000,188.3300000
K2-102 b,2.24000,188.1750000
K2-104 b,3.86000,189.2890000
K2-105 b,30.00000,197.9890000
K2-107 b,266.97720,685.2000000
K2-108 b,59.40000,477.2950000
K2-11 b,44.40000,329.3090000
K2-110 b,16.70000,116.4740000
K2-111 b,5.29000,200.3940000
K2-111 c,11.30000,200.3940000
K2-113 b,410.00070,635.7220000
K2-114 b,638.83510,475.7580000
K2-115 b,266.97720,413.5910000
K2-116 b,0.25700,49.3855000
K2-117 b,4.78000,101.6320000
K2-117 c,4.90000,101.6320000
K2-118 b,6.99000,321.7220000
K2-119 b,6.94000,365.5810000
K2-12 b,6.04000,326.3810000
K2-120 b,4.70000,289.5438740
K2-121 b,44.10000,169.3980000
K2-122 b,1.65000,72.0444000
K2-123 b,8.05000,161.5550000
K2-124 b,8.75000,140.3850000
K2-125 b,5.39000,124.1560000
K2-126 b,4.54000,102.9530000
K2-127 b,52.90000,709.9990000
K2-128 b,2.60000,114.6370000
K2-129 b,1.12000,27.7957000
K2-13 b,4.23000,342.3940000
K2-130 b,2.10000,118.0110000
K2-131 b,6.30000,152.5090000
K2-132 b,155.73670,609.8180000
K2-133 b,2.36000,75.1703000
K2-133 c,3.20000,75.1703000
K2-133 d,4.67000,75.1703000
K2-133 e,3.64000,75.1703000
K2-136 b,0.93700,59.2474000
K2-136 c,8.80000,59.2474000
K2-136 d,2.70000,59.2474000
K2-137 b,158.91500,98.8765000
K2-138 b,3.10000,202.5850000
K2-138 c,6.31000,202.5850000
K2-138 d,7.92000,202.5850000
K2-138 e,12.97000,202.5850000
K2-138 f,1.63000,202.5850000
K2-138 g,4.32000,202.5850000
K2-139 b,123.00021,153.8560000
K2-14 b,20.70000,364.0480000
K2-140 b,295.58042,347.9170000
K2-141 b,5.08000,61.8736000
K2-141 c,7.40000,61.8736000
K2-146 b,5.77000,79.3002000
K2-146 c,7.49000,79.3002000
K2-147 b,0.31500,90.5494000
K2-148 b,2.33000,124.4580000
K2-148 c,3.64000,124.4580000
K2-148 d,3.33000,124.4580000
K2-149 b,3.33000,123.6760000
K2-15 b,6.71000,493.9920000
K2-150 b,4.66000,102.4830000
K2-151 b,2.83000,69.4798000
K2-152 b,5.86000,108.4490000
K2-153 b,4.66000,143.1250000
K2-154 b,4.62000,129.3560000
K2-154 c,4.94000,129.3560000
K2-155 b,3.89000,72.7998000
K2-155 c,7.27000,72.7998000
K2-155 d,4.27000,72.7998000
K2-156 b,1.37000,150.2100000
K2-157 b,0.97200,298.3730000
K2-158 b,7.46000,197.2990000
K2-158 c,2.18000,197.2990000
K2-159 b,5.73000,170.9980000
K2-16 b,4.74000,334.9670000
K2-16 c,6.99000,334.9670000
K2-160 b,10.20000,315.3630000
K2-161 b,31.10000,916.3190000
K2-162 b,2.67000,124.4330000
K2-163 b,6.65000,208.5290000
K2-164 b,10.60000,375.6700000
K2-165 b,2.17000,134.5910000
K2-165 c,3.03000,134.5910000
K2-165 d,7.50000,134.5910000
K2-166 b,5.43000,476.8820000
K2-167 b,5.75000,80.8994000
K2-168 b,4.12000,243.9350000
K2-169 b,2.16000,235.8670000
K2-17 b,5.60000,125.1060000
K2-170 b,2.60000,392.8720000
K2-170 c,3.90000,392.8720000
K2-171 b,7.69000,606.1280000
K2-172 b,3.42000,249.7420000
K2-172 c,10.40000,249.7420000
K2-173 b,3.22000,228.6410000
K2-174 b,7.27000,99.9293000
K2-175 b,4.81000,247.2660000
K2-176 b,2.83000,247.3020000
K2-177 b,5.13000,492.1670000
K2-178 b,12.40000,214.7530000
K2-179 b,6.86000,190.8100000
K2-18 b,8.92000,38.0266000
K2-18 c,7.51000,38.0266000
K2-180 b,11.44182,203.8960000
K2-181 b,8.45000,360.9110000
K2-182 b,20.00000,154.8300000
K2-183 b,1.37000,329.0410000
K2-183 c,5.90000,329.0410000
K2-183 d,5.90000,329.0410000
K2-184 b,2.76000,75.5857000
K2-185 b,1.60000,268.3570000
K2-185 c,6.30000,268.3570000
K2-186 b,10.20000,330.7390000
K2-187 b,1.87000,330.9160000
K2-187 c,2.54000,330.9160000
K2-187 d,6.35000,330.9160000
K2-187 e,4.27000,330.9160000
K2-188 b,2.39000,446.8210000
K2-188 c,8.40000,446.8210000
K2-189 b,2.92000,242.1130000
K2-189 c,6.80000,242.1130000
K2-19 b,32.40000,289.8270000
K2-19 c,10.80000,289.8270000
K2-19 d,10.00000,289.8270000
K2-190 b,2.41000,160.6790000
K2-190 c,1.34000,160.6790000
K2-191 b,3.12000,287.1880000
K2-192 b,2.92000,221.7530000
K2-193 b,14.80000,411.9230000
K2-194 b,12.90000,629.5100000
